source_market,source_stock_code,target_market,target_stock_code,relationship_type_code,window_type,score,impact_direction,confidence,evidence_count,formula_version,as_of_at
NASDAQ,SPCX,NASDAQ,TMUS,PARTNER,30D,8.1875,POSITIVE,0.667,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,032640,KOSPI,105560,PARTNER,30D,14.3925,POSITIVE,0.633,11,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000660,NASDAQ,SNDK,PARTNER,30D,32.4175,POSITIVE,0.6,5,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,KOSPI,272210,PARTNER,30D,7.62,POSITIVE,0.633,6,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,047810,KOSPI,066570,PARTNER,30D,19.74,NEGATIVE,0.72,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,028260,KOSPI,316140,PARTNER,30D,8.13,POSITIVE,0.7,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,NASDAQ,AAPL,COMPETE,30D,48.4275,POSITIVE,0.695,378,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,015760,KOSPI,030200,PARTNER,30D,21.015,POSITIVE,0.753,15,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,NASDAQ,INTC,COMPETE,30D,29.3475,POSITIVE,0.659,178,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,055550,NASDAQ,GOOGL,PARTNER,30D,6.24,POSITIVE,0.72,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,017670,NASDAQ,QCOM,PARTNER,30D,18.295,POSITIVE,0.65,11,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,015760,KOSPI,373220,PARTNER,30D,5.28,POSITIVE,0.6,5,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,018260,KOSPI,030200,PARTNER,30D,34.1025,POSITIVE,0.754,10,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005380,KOSPI,373220,PARTNER,30D,52.72,POSITIVE,0.699,159,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,010120,KOSPI,373220,PARTNER,30D,14.06,POSITIVE,0.68,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,012450,KOSPI,272210,PARTNER,30D,52.9175,POSITIVE,0.7,33,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,032640,KOSPI,064400,PARTNER,30D,15.455,POSITIVE,0.619,19,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,003490,KOSPI,079550,PARTNER,30D,20.9175,POSITIVE,0.75,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,105560,NASDAQ,GOOGL,PARTNER,30D,26.0775,POSITIVE,0.629,5,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005380,KOSPI,010130,PARTNER,30D,17.2925,POSITIVE,0.733,11,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,010140,KOSPI,011200,PARTNER,30D,16.23,POSITIVE,0.7,6,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,009150,KOSPI,011070,COMPETE,30D,45.075,POSITIVE,0.758,17,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,011070,KOSPI,055550,PARTNER,30D,6.7875,NEGATIVE,0.65,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,017670,NASDAQ,NFLX,PARTNER,30D,26.07,POSITIVE,0.627,21,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,030200,KOSPI,071050,PARTNER,30D,8.385,NEGATIVE,0.629,7,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,NASDAQ,CSCO,PARTNER,30D,7.905,POSITIVE,0.733,5,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005380,NASDAQ,AMZN,PARTNER,30D,24.3225,POSITIVE,0.671,18,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,009150,NASDAQ,AAPL,SUPPLY,30D,20.6925,POSITIVE,0.736,7,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005490,KOSPI,028050,PARTNER,30D,10.4,POSITIVE,0.8,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000660,NASDAQ,ASML,PARTNER,30D,20.5575,POSITIVE,0.671,17,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,009540,KOSPI,011200,PARTNER,30D,32.4825,POSITIVE,0.7,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,066570,NASDAQ,NVDA,PARTNER,30D,31.6725,POSITIVE,0.633,12,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,003670,KOSPI,105560,PARTNER,30D,6.9025,NEGATIVE,0.636,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005490,KOSPI,042660,PARTNER,30D,6.8575,POSITIVE,0.667,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,035720,KOSPI,271560,PARTNER,30D,5.0925,POSITIVE,0.65,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,035420,KOSPI,090430,PARTNER,30D,9.5225,POSITIVE,0.638,20,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,012330,KOSPI,373220,PARTNER,30D,12.9975,POSITIVE,0.686,11,rel-v0.2-typed,2026-09-14T00:00:00Z
NASDAQ,MSFT,NASDAQ,WDAY,PARTNER,30D,19.4475,POSITIVE,0.6,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,030200,KOSPI,066570,PARTNER,30D,27.75,NEGATIVE,0.692,31,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,NASDAQ,NVDA,SUPPLY,30D,50.31,POSITIVE,0.701,118,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,035420,KOSPI,066570,PARTNER,30D,15.42,POSITIVE,0.688,37,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,066570,NASDAQ,MSFT,PARTNER,30D,13.8825,POSITIVE,0.694,15,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,017670,NASDAQ,NVDA,PARTNER,30D,23.0175,POSITIVE,0.615,11,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,042660,KOSPI,267250,COMPETE,30D,20.4575,POSITIVE,0.727,10,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,0126Z0,KOSPI,068270,COMPETE,30D,19.605,POSITIVE,0.778,9,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,032640,KOSPI,316140,PARTNER,30D,11.4075,POSITIVE,0.667,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,KOSPI,066570,COMPETE,30D,51.1825,POSITIVE,0.737,309,rel-v0.2-typed,2026-09-14T00:00:00Z
NASDAQ,AMD,NASDAQ,INTC,COMPETE,30D,41.46,POSITIVE,0.643,84,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,373220,NASDAQ,TSLA,SUPPLY,30D,17.9825,POSITIVE,0.703,45,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005380,KOSPI,017670,PARTNER,30D,16.6775,POSITIVE,0.783,56,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,024110,KOSPI,035420,PARTNER,30D,7.785,NEGATIVE,0.64,5,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,017670,KOSPI,402340,PARTNER,30D,28.8225,POSITIVE,0.771,19,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,066970,NASDAQ,TSLA,SUPPLY,30D,14.67,POSITIVE,0.708,12,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,KOSPI,047040,PARTNER,30D,5.22,NEGATIVE,0.65,6,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005490,KOSPI,066570,PARTNER,30D,12.545,NEGATIVE,0.785,10,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,096770,KOSPI,373220,PARTNER,30D,17.1475,POSITIVE,0.731,51,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,066570,NASDAQ,QCOM,PARTNER,30D,27.87,POSITIVE,0.65,17,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000270,KOSPI,005380,PARTNER,30D,60.275,POSITIVE,0.793,526,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,010120,KOSPI,066570,PARTNER,30D,20.9575,POSITIVE,0.66,5,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,015760,KOSPI,066570,PARTNER,30D,28.4475,POSITIVE,0.691,9,rel-v0.2-typed,2026-09-14T00:00:00Z
NASDAQ,TSLA,NASDAQ,PEP,SUPPLY,30D,6.06,NEGATIVE,0.7,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,088350,KOSPI,316140,PARTNER,30D,12.7575,POSITIVE,0.683,7,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,NASDAQ,WDC,PARTNER,30D,9.4475,POSITIVE,0.653,9,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,KOSPI,316140,PARTNER,30D,22.98,POSITIVE,0.656,14,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000270,KOSPI,161390,PARTNER,30D,22.995,POSITIVE,0.6,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,035420,KOSPI,035720,COMPETE,30D,54.45,POSITIVE,0.755,366,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000660,NASDAQ,QCOM,PARTNER,30D,18.975,POSITIVE,0.613,15,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,032640,KOSPI,035420,PARTNER,30D,9.8625,POSITIVE,0.665,26,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,017670,KOSPI,105560,PARTNER,30D,7.47,POSITIVE,0.706,15,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,KOSPI,015760,PARTNER,30D,35.2425,NEGATIVE,0.668,38,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,034020,KOSPI,064350,PARTNER,30D,16.6275,POSITIVE,0.667,3,rel-v0.2-typed,2026-09-14T00:00:00Z
NASDAQ,AVGO,NASDAQ,MRVL,COMPETE,30D,34.2975,POSITIVE,0.7,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005380,KOSPI,030200,PARTNER,30D,34.29,POSITIVE,0.692,33,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000810,KOSPI,316140,PARTNER,30D,18.405,POSITIVE,0.667,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,012330,KOSPI,086790,PARTNER,30D,23.0025,POSITIVE,0.6,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,030200,NASDAQ,NFLX,PARTNER,30D,7.4775,POSITIVE,0.661,20,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,029780,NASDAQ,SBUX,PARTNER,30D,19.3425,POSITIVE,0.72,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000660,NASDAQ,MU,COMPETE,30D,48.1125,POSITIVE,0.708,65,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005380,KOSPI,064350,PARTNER,30D,10.0375,NEGATIVE,0.657,11,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,030200,KOSPI,051910,PARTNER,30D,11.1,NEGATIVE,0.7,6,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,035420,NASDAQ,PDD,PARTNER,30D,16.6425,POSITIVE,0.6,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,NASDAQ,GOOGL,PARTNER,30D,38.64,POSITIVE,0.664,97,rel-v0.2-typed,2026-09-14T00:00:00Z
NASDAQ,GOOGL,NASDAQ,QCOM,PARTNER,30D,25.1675,POSITIVE,0.779,28,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,051910,NASDAQ,TSLA,SUPPLY,30D,6.21,POSITIVE,0.707,22,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,003670,KOSPI,006400,SUPPLY,30D,26.5825,POSITIVE,0.7,23,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,0126Z0,NASDAQ,AMGN,COMPETE,30D,19.065,POSITIVE,0.667,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,047810,KOSPI,064350,PARTNER,30D,39.1425,POSITIVE,0.767,11,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,015760,KOSPI,028260,PARTNER,30D,11.89,POSITIVE,0.673,11,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,035420,NASDAQ,SBUX,PARTNER,30D,5.2725,POSITIVE,0.744,9,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,003490,KOSPI,030200,PARTNER,30D,19.2225,POSITIVE,0.74,7,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,035420,NASDAQ,NVDA,PARTNER,30D,28.9575,POSITIVE,0.695,13,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,055550,KOSPI,377300,PARTNER,30D,17.2275,NEGATIVE,0.6,5,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,012450,KOSPI,042660,PARTNER,30D,36.82,POSITIVE,0.708,12,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,003490,KOSPI,047810,PARTNER,30D,12.1575,POSITIVE,0.8,4,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000720,KOSPI,005380,PARTNER,30D,14.5975,NEGATIVE,0.682,19,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000660,KOSPI,402340,PARTNER,30D,29.09,POSITIVE,0.778,14,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,009540,KOSPI,042660,COMPETE,30D,23.185,POSITIVE,0.658,24,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,006800,KOSPI,086790,PARTNER,30D,15.4275,POSITIVE,0.644,6,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,035420,KOSPI,035720,PARTNER,30D,51.66,POSITIVE,0.761,295,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,267250,KOSPI,267270,PARTNER,30D,29.145,POSITIVE,0.633,6,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,017670,KOSPI,316140,PARTNER,30D,4.515,POSITIVE,0.68,5,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005380,KOSPI,086280,PARTNER,30D,36.34,POSITIVE,0.653,19,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,016360,KOSPI,024110,PARTNER,30D,14.9025,POSITIVE,0.8,3,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,066570,NASDAQ,GOOGL,PARTNER,30D,14.3775,POSITIVE,0.692,23,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,032640,KOSPI,066570,PARTNER,30D,16.295,POSITIVE,0.667,33,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,051910,KOSPI,096770,COMPETE,30D,15.945,POSITIVE,0.696,45,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,NASDAQ,MSFT,PARTNER,30D,12.72,POSITIVE,0.623,40,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000660,NASDAQ,NVDA,PARTNER,30D,38.7375,POSITIVE,0.637,41,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,055550,KOSPI,105560,COMPETE,30D,39.1225,POSITIVE,0.73,120,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,NASDAQ,QCOM,PARTNER,30D,31.1625,POSITIVE,0.668,46,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,006400,KOSPI,373220,PARTNER,30D,45.5875,POSITIVE,0.752,74,rel-v0.2-typed,2026-09-14T00:00:00Z
NASDAQ,AMD,NASDAQ,NVDA,COMPETE,30D,46.12,POSITIVE,0.633,80,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000660,NASDAQ,INTC,COMPETE,30D,19.0725,POSITIVE,0.627,34,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,NASDAQ,TSLA,PARTNER,30D,20.1225,POSITIVE,0.683,21,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,042660,KOSPI,329180,PARTNER,30D,42.4875,POSITIVE,0.713,36,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,010140,KOSPI,042660,PARTNER,30D,41.6525,POSITIVE,0.785,25,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,KOSPI,017670,PARTNER,30D,14.6225,NEGATIVE,0.688,56,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,NASDAQ,INTC,PARTNER,30D,23.1225,POSITIVE,0.713,56,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,051910,KOSPI,096770,PARTNER,30D,31.065,POSITIVE,0.697,31,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000660,KOSPI,005930,COMPETE,30D,52.0775,POSITIVE,0.75,278,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,030200,KOSPI,032640,PARTNER,30D,27.1575,POSITIVE,0.754,87,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,000660,NASDAQ,INTC,PARTNER,30D,18.3825,POSITIVE,0.662,28,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,030200,KOSPI,032640,COMPETE,30D,43.7175,POSITIVE,0.758,82,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,KOSPI,032640,PARTNER,30D,18.205,NEGATIVE,0.645,21,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,KOSPI,066570,PARTNER,30D,19.9225,POSITIVE,0.781,101,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,066570,NASDAQ,AAPL,PARTNER,30D,17.4975,POSITIVE,0.6,20,rel-v0.2-typed,2026-09-14T00:00:00Z
KOSPI,005930,KOSPI,030200,PARTNER,30D,18.7275,NEGATIVE,0.657,28,rel-v0.2-typed,2026-09-14T00:00:00Z
